Date,Day,Week,Month,Sky,High Temperature (F),Low Temperature (F),Wake Up City,Wake Up State,Wake Up Country,Sleep City,Sleep State,Sleep Country,Cities Visited,States Visited,Countries Visited,Wake Up Time,Bedtime,Hours slept,Naps taken,Morning Phone Battery (%),Morning Mood,Night Mood,Sick?,Shirt Type,Shirt Color Primary,Shirt Color Secondary,Shirt Company,Shirt Design,Shirt Color Short,Pants Type,Pants Color Primary,Pants Color Secondary,Pants Brand,Pants Design,Pants Color Short,Shoe Type,Shoe Color Primary,Shoe Color Secondary,Shoe Brand,Shoe Design,Shoe Color Short,Underwear Color Primary,Underwear Color Secondary,Underwear Type,Underwear Color Short,Sock Color Primary,Sock Color Secondary,Sock Company,Sock Design,Sock Color Short,Contacts/Glasses?,Glasses Color,Hat?,Hat Color Primary,Hat Color Secondary,Hat Type,Hat Company,Hat Design,Hat Color Short,Undershirt?,Undershirt Color,Undershirt Color Secondary,Undershirt Company,Undershirt Design,Undershirt Color Short,Jacket?,Jacket Color,Jacket Color Secondary,Jacket Type,Jacket Company,Jacket Design,Jacket Color Short,Clothes Layers,Breakfast,Lunch,Dinner,Dessert,Snacks Eaten,Cooked Breakfast?,Cooked Lunch?,Lunch Leftovers?,Cooked Dinner?,Dinner Leftovers?,Cooked Dessert?,Restaurant Breakfast,Restaurant Lunch,Restaurant Dinner,Restaurant Dessert,Breakfast Rating,Lunch Rating,Dinner Rating,Dessert Rating,Fruit Eaten,Vegetables Eaten,Meat Eaten,Breakfast Notes,Lunch Notes,Dinner Notes,Dessert Notes,Streaming Service Breakfast,Streaming Service Lunch,Streaming Service Dinner,Show Watched During Breakfast,Show Watched During Lunch,Show Watched During Dinner,Times watched TV,Went to grocery store?,Went Outside?,Outside Feel,Gym?,Cardio?,Cardio Duration (minutes),Lifting?,Lifting Duration (minutes),Sports Played,Public Transportation Used,In Car?,Drove?,Uber/Lyft?,People seen in person,People seen virtually,People I called,People called me,Things I worked on,Coding Languages Used,Brushed Teeth?,Flossed?,Times pooped,Times peed,Zoom?,Video games played,Alcohol?,# of Drinks,Drink Type
2024-06-24,Monday,26,June,Cloudy,81,70,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,06:00,11:00,7,0,53,Good,Good,FALSE,T-Shirt,Lime Green,White,Hawaiian Rumble,,Green,Sweatpants,Gray,Red,Adidas,,Gray,Slippers,OIive Green,,LL Bean,,Green,Blue,White,Boxers,Blue,,,,,,Glasses,Green,FALSE,,,,,,,FALSE,,,,,,TRUE,Pistachio,,Hoodie,Costco,,Green,2,,Salmon and Potatoes,Spinach and Cheese Omlette,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,,,,9,7,,Orange,"Potato, Ginger","Salmon, Egg",,Nice leftovers,The process of getting rid of my perishables since I'm going out of town has begun,,,Netflix,Netflix,,Alice in Borderland,Alice in Borderland,2,FALSE,FALSE,,FALSE,FALSE,0,FALSE,0,,,FALSE,FALSE,FALSE,Jiwei,,,,"PRA, AI Data Analyst, ScholarlySync",python,TRUE,TRUE,2,4,TRUE,,FALSE,0,
2024-06-25,Tuesday,26,June,Partly Cloudy,91,72,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,07:00,11:00,8,2,20,Good,Good,FALSE,Button-Up Shirt,Sky Blue,Pink,GameStop,Kirby,Blue,Shorts,Pastel Green,,H&M,,Green,Sneakers,Aquamarine,Lime Green,Nike,,Green,White,Blue,Boxers,White,Blue,Red,Nintendo,Mario,Blue,Glasses,Green,TRUE,Columbia Blue,,Cap,Columbia,,Blue,FALSE,,,,,,FALSE,,,,,,,1,,Spinach Quesadilla,Chicken Poppers,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,Sticky's,,,,7,8,,Orange,"Spinach, Ginger",Chicken,,Lol this is such a struggle meal better get used to it,Wanted to see how Sticky's compares to Zaxby's. Zaxby's has much higher quality chicken,,,Netflix,Netflix,,Alice in Borderland,Alice in Borderland,2,FALSE,TRUE,Hot,FALSE,FALSE,0,FALSE,0,,,FALSE,FALSE,FALSE,Jiwei,,,,"PRA, AI-Image Analysis",python,TRUE,TRUE,2,4,TRUE,,FALSE,0,
2024-06-26,Wednesday,26,June,Mostly Cloudy,93,73,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,08:00,00:00,9,0,80,Good,Good,FALSE,T-Shirt,Lime Green,,Valdolsta State,,Green,Sweatpants,Green,White,H&M,,Green,Sandals,Green,Orange,Adidas,,Green,Green,White,Boxer Briefs,Green,,,,,,Glasses,Green,FALSE,,,,,,,FALSE,,,,,,FALSE,,,,,,,1,,Spinach Quesadilla,Cheese Potatoes with Eggs and Spinach,,,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,,,,,7,7,,"Mango, Orange","Spinach, Ginger",Egg,,For a struggle meal it's actually pretty good,,,,Netflix,Netflix,,Alice in Borderland,Alice in Borderland,2,FALSE,TRUE,Hot,FALSE,FALSE,0,FALSE,0,,,FALSE,FALSE,FALSE,Jiwei,,,,"PRA, AI-Image Analysis",python,TRUE,TRUE,2,3,TRUE,,FALSE,0,
2024-06-27,Thursday,26,June,Partly Cloudy,87,68,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,08:00,11:00,8,0,61,Good,Good,FALSE,Robe,Forest Green,,,,Green,Sweatpants,Black,White,BRed Line,Toast,Black,Sandals,Electric Lime,Black,Nike,,Green,Red,Black,Boxers,Red,,,,,,Glasses,Green,FALSE,,,,,,,FALSE,,,,,,FALSE,,,,,,,1,Cheese Potatoes with Eggs and Spinach,Cheese Potatoes with Eggs and Spinach,Cheese Potatoes with Eggs and Spinach,,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,7,7,7,,Orange,Spinach,Egg,Struggle meal,Struggle meal,Struggle meal,,,Netflix,Fmovies,,Alice in Borderland,Smiling Friends,1,FALSE,TRUE,Hot,TRUE,TRUE,10,TRUE,30,Climbing,,FALSE,FALSE,FALSE,Jiwei,,,,PRA,python,TRUE,TRUE,1,1,TRUE,,FALSE,0,
2024-06-28,Friday,26,June,Sunny,77,65,Hoboken,New Jersey,USA,Norcross,Georgia,USA,"Hoboken, Norcross, Atlanta","New Jersey, Georgia",USA,07:00,11:00,8,0,10,Good,Good,FALSE,T-Shirt,Forest Green,White,American Eagle,,Green,Sweatpants,Black,Green,Adidas,Lego,Black,Slip-on Shoes,Electric Lime,,Moln,,Green,Red,Green,Boxers,Red,Black,Gray,,Batman,Black,Glasses,Green,TRUE,Green,White,Cap,Atlanta,,Green,FALSE,,,,,,FALSE,,,,,,,1,Cheese Potatoes with Eggs and Spinach,Chicken Tenders w/ Fries,Sante Fe Sandwich,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Zaxby's,Jason's Deli,,7,9,8,,Avocado,Lettuce,"Chicken, Egg",Stuggle meal,Zaxby's is definitely better than Sticky's and the sauce is surprisingly better,Solid sandwich from jason's,,,Fmovies,,,The Boys,,1,FALSE,TRUE,Hot,FALSE,FALSE,0,FALSE,0,Frisbee,,TRUE,FALSE,Lyft,"Mom, Dad",,,,PRA,python,TRUE,TRUE,2,3,TRUE,,FALSE,0,
2024-06-29,Saturday,26,June,Sunny,91,74,Norcross,Georgia,USA,Norcross,Georgia,USA,Norcross,Georgia,USA,07:00,11:00,8,0,10,Good,Good,FALSE,T-Shirt,Kelly Green,White,Elf,,Green,Shorts,Gray,Electric Lime,Puma,,Gray,Slip-on Shoes,Electric Lime,,Moln,,Green,Green,Blue,Boxers,Green,Orange,Green,Stance,Ninja Turtles,Orange,Glasses,Green,TRUE,Green,White,Cap,Atlanta,,Green,FALSE,,,,,,FALSE,,,,,,,1,Blueberry Pancakes w/ Bacon,,Shrimp Wok,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Lazy Dog,,10,,8,,Blueberry,,Pork,Mom's pancakes great as always,,Pretty good meal from Lazy Dog,,YouTube,,,We Got Shorts!!!! | Nando Cut,,,1,TRUE,TRUE,Hot,FALSE,FALSE,0,FALSE,0,,,TRUE,FALSE,FALSE,"Mom, Dad",,,,PRA,python,TRUE,TRUE,2,3,FALSE,,FALSE,0,
2024-06-30,Sunday,27,June,Partly Cloudy,98,76,Norcross,Georgia,USA,Norcross,Georgia,USA,Norcross,Georgia,USA,07:00,00:00,8,0,100,Good,Good,FALSE,Polo,Lime Green,Black,,,Green,Sweatpants,Verdigris,,,,Green,Sneakers,Black,Neon Green,Nike,,Black,Green,White,Boxers,Green,Black,Gray,,Batman,Black,Glasses,Green,FALSE,,,,,,,FALSE,,,,,,FALSE,,,,,,,1,Banana w/ Yogurt,,Baked Spaghetti,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,7,,9,,Banana,,Pork,Quick meal going out of the house,,Good spaghetti,,,,,,,,0,FALSE,TRUE,Hot,FALSE,FALSE,0,FALSE,0,,,TRUE,FALSE,FALSE,"Mom, Dad",,,,MylesAI,python,TRUE,TRUE,3,3,FALSE,,FALSE,0,
2024-07-01,Monday,27,July,Mostly Cloudy,93,75,Norcross,Georgia,USA,Norcross,Georgia,USA,Norcross,Georgia,USA,08:00,11:00,8,0,29,Good,Good,FALSE,Button-Up Shirt,Forest Green,White,H&M,,Green,Shorts,Green,White,Adidas,,Green,,,,,,,Green,White,Boxers,Green,,,,,,Glasses,Green,FALSE,,,,,,,FALSE,,,,,,FALSE,,,,,,,1,,Waffles,Pizza,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,7,7,,Orange,,,,Good waffles,Trader Joe's cheese pizza is pretty good,,,YouTube,YouTube,,Comic Books that need the Invincible Treatment | TroyoBoyo,The Atlanta Hawks need to BLOW IT UP | The LOW Post,2,FALSE,FALSE,,FALSE,FALSE,0,FALSE,0,,,FALSE,FALSE,FALSE,"Mom, Dad",,,,PRA,python,TRUE,TRUE,1,1,TRUE,,FALSE,0,
2024-07-02,Tuesday,27,July,Cloudy,91,73,Norcross,Georgia,USA,Norcross,Georgia,USA,Norcross,Georgia,USA,08:00,11:00,9,0,0,Good,Good,FALSE,T-Shirt,Blue,White,Zoom,Zoom,Blue,Sweatpants,Verdigris,,,,Green,Sneakers,Black,Neon Green,Nike,,Black,Green,Black,Boxers,Green,Green,Brown,Stance,Baby Yoda,Green,Glasses,Green,FALSE,,,,,,,FALSE,,,,,,FALSE,,,,,,,1,Banana w/ Yogurt and Banana Bread,Pizza,Salmon w/ Carrots and Plantains,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Costco,,,6,7,9,,,Carrot,"Pork, Salmon",Quick meal before going to the driving range,Costco pizza is solid as always but kinda greasy,Salmon carrot plantain combo was great,,,YouTube,YouTube,,Who is Arishem? - Marvel's Judgey Celestial | The Nando Cut,Ang Lee's Hulk - A Misunderstood Tradegy | HiTop Films,2,FALSE,TRUE,Hot,FALSE,FALSE,0,FALSE,0,,,TRUE,FALSE,FALSE,"Mom, Dad, Matthew",,,,"PRA, AI-Image Analysis",python,TRUE,TRUE,2,5,TRUE,,FALSE,0,
2024-07-03,Wednesday,27,July,Sunny,92,72,Norcross,Georgia,USA,Norcross,Georgia,USA,Norcross,Georgia,USA,08:00,00:00,9,0,5,Good,Good,FALSE,T-Shirt,Electric Lime,White,,American Flag,Green,Shorts,Gray,Electric Lime,Puma,,Gray,Sneakers,Black,Neon Green,Nike,,Black,Verdigis,Black,Boxers,Green,,,,,,Glasses,Green,FALSE,,,,,,,FALSE,,,,,,FALSE,,,,,,,1,,Publix Sandwich,Hot Dog w/ Mac and Cheese,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,8,8,,"Banana, Orange, Jalepeño, Tomato",Lettuce,"Turkey, Pork",,Publix makes some of the best subs in the game. Subway can go kick rocks,Went to the Casey's house for food,,,Hulu,,,My Hero Academia,,1,FALSE,TRUE,Hot,FALSE,FALSE,0,FALSE,0,,,TRUE,FALSE,FALSE,"Mom, Dad, Matthew",,,,"PRA, AI-Image Analysis",python,TRUE,TRUE,2,3,TRUE,,FALSE,0,
2024-07-04,Thursday,27,July,Cloudy,95,74,Norcross,Georgia,USA,Norcross,Georgia,USA,Norcross,Georgia,USA,09:30,00:00,9.5,1,77,Good,Good,FALSE,Polo,Lime Green,,,,Green,Shorts,Green,,,,Green,Sneakers,Black,Neon Green,Nike,,Black,Green,Blue,Boxers,Green,Orange,Green,Stance,Ninja Turtles,Orange,Glasses,Green,TRUE,Green,White,Cap,Atlanta,,Green,FALSE,,,,,,FALSE,,,,,,,1,,Publix Sandwich,"Hot Dog, Beef Short Rib, Sausage, Burger",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,8,8,,"Banana, Orange, Jalepeño, Tomato",Lettuce,"Turkey, Pork, Beef",,Publix makes some of the best subs in the game. Subway can go kick rocks,Happy Birthday America,,,Fmovies,YouTube,,The Boys,The Worst Aged Comic in History | Huggbees,2,FALSE,TRUE,Hot,FALSE,FALSE,0,FALSE,0,,,TRUE,FALSE,FALSE,"Mom, Dad, Matthew",,,,,,TRUE,TRUE,2,3,FALSE,,FALSE,0,
2024-07-05,Friday,27,July,Cloudy,92,76,Norcross,Georgia,USA,Norcross,Georgia,USA,Norcross,Georgia,USA,08:00,01:00,8,1,5,Good,Good,FALSE,T-Shirt,Lime Green,Black,Nike,,Green,Shorts,Green,White,Nike,,Green,Slip-on Shoes,Electric Lime,,Moln,,Green,Verdigis,Black,Boxers,Green,,,,,,Glasses,Green,TRUE,Green,White,Cap,Atlanta,,Green,FALSE,,,,,,FALSE,,,,,,,1,,Blueberry Pancakes w/ Bacon,Green Peppers and Sausage Pizza,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Romero's,,,8,8,,"Green Chile Pepper, Tomato",,Pork,,Mom's pancakes great as always,Romero's Pizza is really good but I actually Domino's version of this,,,YouTube,Euros,,The Comic That Ruined Batman For No Reason | Huggbees,France vs. Portugal,2,FALSE,TRUE,Hot,FALSE,FALSE,0,FALSE,0,,,FALSE,FALSE,FALSE,"Mom, Dad, Matthew",,,,"PRA, AI-Image Analysis",python,TRUE,TRUE,2,2,TRUE,Super Smash Bros.,FALSE,0,
2024-07-06,Saturday,27,July,Cloudy,92,74,Norcross,Georgia,USA,Norcross,Georgia,USA,Norcross,Georgia,USA,10:00,11:00,9,1,40,Good,Good,FALSE,T-Shirt,Red,Black,Atlanta Hawks,,Red,Shorts,Electric Lime,,Tek Gear,,Green,Slip-on Shoes,Electric Lime,,Moln,,Green,Green,Red,Boxers,Green,Black,Gray,,Batman,Black,Glasses,Green,TRUE,Green,White,Cap,Atlanta,,Green,FALSE,,,,,,FALSE,,,,,,,1,,Blueberry Pancakes w/ Bacon,"Turkey Burger, Hamburger, Sausage",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,8,8,,,,"Turkey, Beef, Pork",,Mom's pancakes great as always,Leftovers from the 4th,,,YouTube,NBA,,Batman's Silliest Costumer That Actually Worked | Huggbees,Lakers vs. Kings,2,FALSE,TRUE,Hot,FALSE,FALSE,0,FALSE,0,,,TRUE,FALSE,FALSE,"Mom, Dad, Matthew",,,,,,TRUE,TRUE,2,3,FALSE,"Virtua Fighter, Bop-It, BB Gun Shooter Game",FALSE,0,
2024-07-07,Sunday,28,July,Cloudy,90,73,Norcross,Georgia,USA,Norcross,Georgia,USA,Norcross,Georgia,USA,09:00,00:00,10,0,43,Good,Good,FALSE,T-Shirt,Forest Green,White,American Eagle,,Green,Shorts,Purple,,Tek Gear,,Purple,,,,,,,Verdigis,Black,Boxers,Green,,,,,,Glasses,Green,FALSE,,,,,,,FALSE,,,,,,FALSE,,,,,,,1,,Pancakes w/ Bacon,Garlic Pork Stir Fry,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Siamese Basil Thai Restaurant,,,7,8,,Banana,Broccoli,Pork,,I like the blueberry pancakes better but still great pancakse ,Good Thai Food,,,YouTube,NBA,,SnowFlame The Cocaine Powered Supervillian | Huggbees,Lakers vs. Warriors,2,FALSE,FALSE,,FALSE,FALSE,0,FALSE,0,,,FALSE,FALSE,FALSE,"Mom, Dad, Matthew",,,,MylesAI,python,TRUE,TRUE,1,3,FALSE,Mario Kart,FALSE,0,
2024-07-08,Monday,28,July,Sunny,91,72,Norcross,Georgia,USA,Hoboken,New Jersey,USA,"Hoboken, Norcross, Atlanta","Georgia, New Jersey",USA,07:00,11:00,7,0,50,Good,Good,FALSE,Button-Up Shirt,Kelly Green,Dark Green,Kohls,,Green,Sweatpants,Black,Green,Adidas,Lego,Black,Slip-on Shoes,Electric Lime,,Moln,,Green,Blue,White,Boxers,Green,Orange,Green,Stance,Ninja Turtles,Orange,Glasses,Green,TRUE,Green,White,Cap,Atlanta,,Green,FALSE,,,,,,FALSE,,,,,,,1,,Pancakes w/ Bacon,Jalepeño Wontons,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,,7,7,,"Jalepeño, Banana",,,,Last breakfast at home,I needed to add something more to this Trader Joe's dish,,,,Hulu,,,The Bear,1,FALSE,TRUE,Hot,TRUE,FALSE,0,TRUE,30,Climbing,"Airplane, Bus, Subway",TRUE,FALSE,FALSE,"Mom, Jiwei",,,,,,TRUE,TRUE,2,3,TRUE,,FALSE,0,
2024-07-09,Tuesday,28,July,Cloudy,88,74,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,09:00,00:00,10,0,20,Good,Good,FALSE,T-Shirt,Blue,,Super Bowl,Miami,Blue,Shorts,Light Green,,Tek Gear,,Green,Slippers,Olive Green,Brown,LL Bean,,Green,Green,Black,Boxers,Green,,,,,,Glasses,Green,TRUE,Columbia Blue,Black,Cap,Columbia,,Blue,FALSE,,,,,,TRUE,Pistachio,,Hoodie,Costco,,Green,2,,Jalepeño Wontons,Pepperoni Pizza,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,Napoli's,,,7,7,,"Jalepeño, Tomato","Spinach, Ginger",Pork,,Yeah def needs something more,Free pizza is a good pizza,,,Hulu,Hulu,,The Bear,The Bear,2,TRUE,TRUE,Hot,TRUE,FALSE,0,TRUE,10,Climbing,,FALSE,FALSE,FALSE,"Jiwei, Leo",,,,"PRA, MylesAI",python,TRUE,TRUE,2,4,TRUE,,FALSE,0,
2024-07-10,Wednesday,28,July,Cloudy,88,77,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,09:00,03:00,9,0,3,Good,Good,FALSE,T-Shirt,Seafoam Green,,Tek Gear,,Green,Shorts,Green,White,Adidas,,Green,Slip-on Shoes,Matcha Green,,Moln,,Green,Green,Red,Boxers,Green,,,,,,Glasses,Green,FALSE,,,,,,,FALSE,,,,,,FALSE,,,,,,,1,,Crab Sushi,Turkey Salad,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,Shoprite,,,,8,8,,"Jalepeño, Orange","Lettuce, Ginger","Crab, Turkey",,The shoprite sushi is actually pretty good,Usuallly my turkey can be pretty dry but I put mango vinigrette in there was made it nice and moist,,,Hulu,YouTube,,The Bear,The Day Randy Marsh was Reborn | Johnny 2Cellos,2,TRUE,TRUE,Hot,FALSE,FALSE,0,FALSE,0,,,FALSE,FALSE,FALSE,Jiwei,,,,"PRA, MylesAI",python,TRUE,TRUE,2,3,TRUE,,FALSE,0,
2024-07-11,Thursday,28,July,Cloudy,89,74,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,"Hoboken, Manhattan","New Jersey, New York",USA,10:00,02:00,7,0,87,Good,Good,FALSE,Athletic Shirt,Electric Lime,,Harvard,Harvard,Green,Shorts,Green,Black,Nike,,Green,Slip-on Shoes,Matcha Green,,Moln,,Green,Red,Green,Boxers,Red,Black,Neon Green,Stance,Space,Black,Glasses,Green,TRUE,Olive Green,,Docker Hat,,,Green,FALSE,,,,,,FALSE,,,,,,,1,,Turkey Salad,Chicken Burrito,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,,,,8,7,,Banana,Lettuce,"Turkey, Chicken",,Leftovers from yeseterday pretty good,Went climbing so didnt have time to cook something elaborate. servicable meal,,,Fmovies,,,The Boys,,1,FALSE,TRUE,Hot,FALSE,FALSE,0,FALSE,0,Climbing,"Bus, Subway",FALSE,FALSE,FALSE,"Jiwei, Wilson",,,,"PRA, MylesAI",python,TRUE,TRUE,1,3,TRUE,,FALSE,0,
2024-07-12,Friday,28,July,Cloudy,85,74,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,10:00,10:30,8,0,20,Good,Good,FALSE,Tank Top,Electric Lime,Orange,,,Green,Shorts,Green,White,Adidas,,Green,Slip-on Shoes,Electric Lime,,Moln,,Green,Green,,Boxers,Green,Neon Green,Black,Nike,,Green,Glasses,Green,FALSE,,,,,,,FALSE,,,,,,TRUE,Chartreuse,,Hoodie,Champion,,Green,2,,Turkey Jalepeño Bread,Chicken Sausage and Potatoes,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,,,,8,8,,"Jalepeño, Banana, Orange","Green Beans, Potato","Turkey, Chicken",,Jalepeño cheese bread and turkey is actually a great combo,Great low carb meal,,,Hulu,YouTube,,Adventure Time,Shrek 5 is coming out and I'm a little worried... | Schafrillas Productions,2,TRUE,TRUE,Hot,TRUE,TRUE,10,TRUE,30,,,FALSE,FALSE,FALSE,Jiwei,,,,"PRA, MylesAI",python,TRUE,TRUE,1,2,TRUE,,FALSE,0,
2024-07-13,Saturday,28,July,Rain,86,73,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,04:30,11:00,6,0,0,Good,Good,FALSE,Polo,Pistachio,,Hoboken Golf,,Green,Golf Shorts,Green,,Chaps,,Green,Golf Shoes,White,Green,Malbon,,White,Green,Blue,Boxers,Green,Black,Green,Nike,,Black,Glasses,Green,TRUE,Dark Blue,Green,Cap,Hoboken Golf,,Blue,FALSE,,,,,,TRUE,Green,,Rain Jacket,Columbia,,Green,2,,Buffalo Chicken Empanadas,Chicken Sausage and Potatoes,,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,Skyway Cafe,,,,8,8,,Banana,"Potato, Onion",Chicken,,Really good empanadas but not better than empanada mama,Clutch leftovers after 12 hours of golf,,,,Hulu,,,My Hero Academia,1,FALSE,TRUE,Wet,FALSE,FALSE,0,FALSE,0,,,TRUE,FALSE,FALSE,"Jiwei, Jed, Deezy",,,,,,TRUE,TRUE,1,3,FALSE,,TRUE,2,"Raspberry High Noon Iced Tea, Lemon High Noon Iced Tea"
2024-07-14,Sunday,29,July,Sunny,92,75,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,10:00,01:00,11,0,39,Good,Good,FALSE,Long Sleeve,Seafoam Green,,Columbia,,Green,Sweatpants,Gray,Crimson,Harvard,Quincy,Gray,Slip-on Shoes,Matcha Green,,Moln,,Green,Red,Green,Boxers,Red,White,Black,Nintendo,Mario Kart,White,Glasses,Green,FALSE,,,,,,,FALSE,,,,,,TRUE,Pistachio,,Hoodie,,,Green,2,,Pork Tenderloin and Peppers,Garlic Butter Langostino with Broccoli and Carrots,,,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,,,,,9,10,,"Banana, Peppers","Onion, Broccoli, Cauliflour","Pork, Langostino",,BBQ Pork tenderloin which turned out great. Didn't love the seasoning trader joe's put on it but would be higher otherwise,One of the best things I've made,,,YouTube,YouTube,,Top 10 Undervalued Cities | City Nerd,I Was An MIT Educated Neurosurgeon Now I'm Unemployed And Alone In The Mountains How Did I Get Here? | goobieanddoobie,2,FALSE,TRUE,Good,TRUE,TRUE,10,TRUE,30,Climbing,,FALSE,FALSE,FALSE,Jiwei,,,,"PRA, MylesAI",python,TRUE,TRUE,2,2,FALSE,,FALSE,0,
2024-07-15,Monday,29,July,Sunny,95,75,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,09:00,00:00,8,0,46,Good,Good,FALSE,T-Shirt,Kelly Green,Blue,Hoboken,,Green,Sweatpants,Gray,Crimson,Harvard,Quincy,Gray,Sandals,Green,Orange,Adidas,,Green,White,Green,Boxers,Blue,,,,,,Glasses,Green,FALSE,,,,,,,FALSE,,,,,,FALSE,,,,,,,1,,Garlic Butter Langostino with Broccoli and Carrots,Pork Tenderloin and Peppers,,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,10,9,,"Banana, Peppers","Onion, Broccoli, Cauliflour","Pork, Langostino",,Hits,V V V Good,,,Hulu,Hulu,,Hit Monkey,Hit Monkey,2,FALSE,TRUE,Hot,FALSE,FALSE,0,FALSE,0,,,FALSE,FALSE,FALSE,Jiwei,,,,"PRA, MylesAI",python,TRUE,TRUE,1,2,TRUE,,FALSE,0,
2024-07-16,Tuesday,29,July,Sunny,87,72,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,10:00,00:00,10,0,20,Good,Good,FALSE,Athletic Shirt,Forest Green,Blue,MUD,MUD,Green,Sweatpants,Blue,,Nike,,Blue,Slip-on Shoes,Matcha Green,,Moln,,Green,Blue,,Boxers,Blue,Blue,Black,Nike,,Blue,Glasses,Green,FALSE,,,,,,,FALSE,,,,,,FALSE,,,,,,,1,,Pork Tenderloin and Peppers,Sweet Potato and Onions w/ Tiger Sauce Chicken,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,,,,9,10,,"Banana, Honeydew, Peppers, Jalepeño","Sweet Potato, Onion","Chicken, Pork",,Another home-run,Another banger. Tiger sauce pulled chicken is really really good,,,,YouTube,,,We Need to Rethink Exercise - The Workout Paradox,1,FALSE,TRUE,Good,TRUE,TRUE,10,TRUE,30,,,FALSE,FALSE,FALSE,Jiwei,,,,"PRA, MylesAI",python,TRUE,TRUE,2,3,TRUE,,FALSE,0,
2024-07-17,Wednesday,29,July,Rain,90,77,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,06:00,00:00,6,1,92,Good,Good,FALSE,Polo,Neon Green,,Underarmour,,Green,Joggers,Black,,American Eagle,,Black,Golf Shoes,White,Green,Malbon,,White,Purple,,Boxers,Purple,Black,Electric Lime,Underarmour,,Black,Glasses,Green,TRUE,Light Green,,Cap,Polo,,Green,FALSE,,,,,,FALSE,,,,,,,1,,Cheesy Chicken Sausages,Sweet Potato and Onions w/ Tiger Sauce Chicken,,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,7,10,,Banana,"Onion, Sweet Potato",Chicken,,Not as good as my most recent meals but still solid,Welcom to the meal for the rest of the week,,,Hulu,Hulu,,Hunter x Hunter,Hunter x Hunter,1,FALSE,TRUE,Good,TRUE,TRUE,10,TRUE,30,Climbing,,TRUE,FALSE,Lyft,Jiwei,,,,"PRA, MylesAI",python,TRUE,TRUE,2,3,TRUE,,FALSE,0,
